id,english,commonness,mirad,roundtrip_english,semantic_similarity
239661,"In other words, it's a matter of common sense.",5.2550,"Be hyua duni, has se son bi yansauna tes.",in other words it is a matter of common meaning,0.701475
6216603,The horse did not want to get inside the trailer.,5.2540,Ha apet voy fa per yeb ha zyuktam.,The horse does not want to go into the trailer.,0.979069
5725880,We're coming to the end of an era.,5.2500,,,
6251878,I think Tom was the one who was supposed to tell Mary she needs to do that.,5.2500,,,
7403877,She gave everything she had.,5.2500,,,
9116052,Tom took care of my dog.,5.2500,,,
802821,They said they would accept the committee's decision as final.,5.2480,,,
11505589,Let's meet on Saturday!,5.2467,,,
5784152,Tom wanted to spend time with Mary.,5.2460,,,
33057,It only takes a few minutes.,5.2450,,,
953439,I don't think many people can say they are satisfied with their salary.,5.2433,,,
6229728,How many hours do you think it'll take Tom to do that?,5.2425,,,
7901647,I see a book on the table.,5.2400,,,
12964688,You're thinking of something else.,5.2400,,,
6251424,I don't care why Tom did that.,5.2375,,,
6528265,Tom is still not sure why that happened.,5.2333,,,
13255195,I'm meeting up with an old friend for lunch.,5.2325,,,
6341329,Did you read the ad Tom put in the paper?,5.2320,,,
6117961,What does Tom like to do that Mary doesn't like to do?,5.2317,,,
925010,Cheers! Good health!,5.2300,,,
6268781,We can understand French.,5.2300,,,
246196,The city hall is located at the center of the city.,5.2280,,,
7490035,"As soon as he gives the sign, you have to fall into the river and call for help.",5.2233,,,
6771913,"When I say the word ""squirrel"", what's the first thing that comes to your mind?",5.2217,,,
11066454,I know you're working for one of our competitors.,5.2200,,,
874836,He actually hurt himself.,5.2150,,,
6525648,Both Tom and Mary are a little busy right now.,5.2140,,,
9230081,Tom doesn't want to talk about work when he's at home.,5.2133,,,
9949784,How long has Tom been on the baseball team?,5.2125,,,
6274500,Tom said Mary may do that.,5.2067,,,
7436562,Tom and Mary said that they'd never see me again.,5.2067,,,
8199888,How does one become a Muslim?,5.2050,,,
6436530,Tom said that he'd been very lucky.,5.2033,,,
3121988,At this point the depth is small.,5.2000,,,
6434829,Tom will be in prison for several years.,5.1967,,,
6823395,Tell Tom that everything is fine.,5.1967,,,
7217742,I'm afraid that we don't have the time.,5.1967,,,
11477586,I know how this problem can be solved.,5.1933,,,
2969080,Tom looked like he was enjoying himself.,5.1925,,,
13247069,He left early this morning for Seattle.,5.1925,,,
7509876,I think Tom is a few months older than Mary is.,5.1920,,,
2270339,Don't come out here.,5.1900,,,
10022971,Tom was a French teacher for only three years.,5.1900,,,
3658447,I've been waiting for this moment all my life.,5.1875,,,
7394659,She said she isn't going to help us.,5.1875,,,
6351004,Tom told me he'd also do that.,5.1850,,,
6898414,Tom's family is from Australia.,5.1833,,,
7509063,Tom can speak French a lot better than Mary can.,5.1833,,,
9821830,"If Tom told me to buy a certain stock, I'd buy it.",5.1833,,,
7442095,They wish they'd done that.,5.1800,,,
6660700,Tom moved to Boston almost three years ago.,5.1780,,,
12273738,Fritz called to say he won't come.,5.1760,,,
12077156,I must stop Tom.,5.1750,,,
12204495,Let me be frank.,5.1750,,,
5658205,I need another piece for comparison.,5.1733,,,
6495982,Tom and Mary said that they were the very last ones to do that.,5.1725,,,
11698813,Can you please turn off the lights when you leave the room?,5.1725,,,
61391,Prices have been stable for the past three years.,5.1700,,,
11821623,Have you got any sisters?,5.1700,,,
6239752,Maybe Tom will come to Boston in October.,5.1680,,,
9821160,Our car broke down and we had to spend the night in a hotel.,5.1660,,,
3732281,This is exactly what I needed.,5.1650,,,
6227463,"You didn't think Tom would be able to do that in less than three hours, did you?",5.1650,,,
9347748,We won't eat.,5.1650,,,
11231631,Cell services are limited in the area.,5.1650,,,
7503574,I know Tom and Mary didn't do what they said that they did.,5.1617,,,
2406868,I suppose I should offer to pay Tom for what he did for us.,5.1600,,,
3568460,How was the movie?,5.1600,,,
9483422,Tom says that he might not have to do that.,5.1600,,,
6348376,You looked like you were annoyed.,5.1567,,,
8346510,I felt really threatened.,5.1533,,,
8401518,I've made good progress.,5.1533,,,
10155570,Don't we go to study in New Zealand?,5.1525,,,
7775633,I came here in third grade.,5.1500,,,
9833326,I told Tom that he should stop drinking.,5.1500,,,
6225868,Tom thought Mary had finished doing that already.,5.1480,,,
11839218,I'll be half an hour late.,5.1475,,,
12623983,He likes to collect old things.,5.1475,,,
5420877,I finally received the call I had been waiting for for weeks.,5.1450,,,
7396599,She can sleep here if she wants to.,5.1450,,,
2181902,The exact same thing happened to me.,5.1433,,,
3831216,Tom and I were really worried about you.,5.1433,,,
4317565,I already knew I am a blue blood.,5.1433,,,
11471986,Ensure me you won't tell anyone else.,5.1433,,,
6713394,Why do you have to poop every time we get ready to leave?,5.1425,,,
13219085,It's hard to imagine you ever feeling the need to apologize.,5.1420,,,
8405891,I like hiking.,5.1400,,,
6427681,Mary said she needed a favor.,5.1375,,,
12131943,I'm not watching it. You can change the channel.,5.1367,,,
12150297,Tom has made good choices.,5.1367,,,
9510732,Tom changes his shirt every day.,5.1325,,,
1962004,I have a lot of confidence in you.,5.1300,,,
7218198,Tom told me he would do it tomorrow.,5.1300,,,
11917660,Is there something to eat?,5.1300,,,
6530926,Tom will probably be present.,5.1267,,,
3598175,I have a date with him tonight.,5.1250,,,
12819713,"To get off to the start I did, credit to my teammates.",5.1250,,,
11593887,Don't be late. We won't wait for anyone.,5.1225,,,
433741,Have there been any changes?,5.1200,,,
4431839,This regulation will take effect next year.,5.1200,,,
7541409,Tom took Mary aside and told her the news.,5.1150,,,
12597753,"As expected, the main character is cool.",5.1150,,,
1218036,I won't let you out of my sight.,5.1133,,,
5121888,Which songs did they sing?,5.1133,,,
6221452,Tom said Mary won't be mad.,5.1120,,,
4013743,"Could I have everyone's attention, please?",5.1100,,,
7507540,I didn't know that you were going to do that again.,5.1100,,,
12090140,What a classy thing to say!,5.1100,,,
10298112,She would probably not accept me.,5.1100,,,
321991,I don't usually take long baths but you're in and out in no time.,5.1040,,,
1489059,I can't imagine what creatures living on another planet are like.,5.1040,,,
6500549,Why don't we see if Tom and Mary want to play cards with us?,5.1033,,,
6490554,Tom and Mary said they don't plan to go by themselves.,5.1020,,,
7388212,He's apparently changed his mind.,5.0933,,,
4666699,Ask Tom what to do next.,5.0850,,,
12964533,You drive me up the wall.,5.0850,,,
6495444,Tom and Mary say they hope John doesn't say he wants to do that.,5.0838,,,
3918179,I'll try to find him for you.,5.0800,,,
7507162,It was clear that Tom had already tried to do that.,5.0800,,,
10359582,We'll have to wait for the results.,5.0800,,,
10618522,He had a heart attack while taking a hot bath.,5.0780,,,
12475220,It's important you understand that Tom is from Boston.,5.0775,,,
10027711,Do you like Russian cuisine?,5.0767,,,
6499132,I don't think Tom and Mary have to go there by themselves.,5.0725,,,
3820788,Tom said he'd never tried water skiing.,5.0720,,,
7503043,I didn't know that Tom knew who was going to do that for him.,5.0720,,,
258826,I read about him in the newspaper.,5.0700,,,
5924052,I don't care about civil rights.,5.0700,,,
6827018,"Thank you, that'll be all.",5.0700,,,
11532479,My brothers and I come from completely different generations.,5.0700,,,
11735646,I was hungry like a wolf.,5.0700,,,
3168301,"You can buy anything you want, as long as it doesn't cost more than three hundred dollars.",5.0683,,,
293809,He slept all day.,5.0650,,,
8585520,Don't tell him that I was here.,5.0650,,,
9488855,Does Boston get as cold as Chicago?,5.0650,,,
11572761,He didn't want that moment to end.,5.0625,,,
20184,Please do not touch the record side.,5.0600,,,
2544892,I'll answer that question.,5.0600,,,
3436540,Tom invited me to his home.,5.0567,,,
4474973,Men don't cry.,5.0550,,,
9511389,"Are you Muslim? ""Of course.""",5.0550,,,
10593053,We hope you'll be here.,5.0500,,,
2012899,Do you want a demonstration?,5.0500,,,
5992948,This issue is very complex.,5.0450,,,
6666881,I admitted doing that.,5.0450,,,
13303404,No one wants to put his hand in his pocket.,5.0433,,,
11040710,China needs to remind the US who is boss in the Far East.,5.0433,,,
11571740,I don't like credit cards. I prefer cash.,5.0433,,,
10085737,Tom was sitting on the grass reading a story to a group of children who sat around him.,5.0425,,,
11987249,Delivery drivers are more likely to die on the job than police.,5.0417,,,
6416278,Mary said she didn't think she could do that.,5.0400,,,
10212456,He forgot to fill his car up.,5.0400,,,
13042860,We think that it is harmful to the growth of art and science if administrative measures are used to impose one particular style of art or school of thought and to ban another.,5.0387,,,
2663028,Tom is the one who caused the problem.,5.0367,,,
10923769,He was reluctant to spend money on such a thing.,5.0350,,,
2951855,Find out what Tom is doing in Boston.,5.0333,,,
8677784,"With luck like that, you must be cursed!",5.0300,,,
4666703,You should talk faster.,5.0300,,,
5825159,Say your prayers now and get into bed.,5.0267,,,
11184946,Don't tell me you don't understand that!,5.0250,,,
11506838,The audience loved James's song.,5.0250,,,
287178,His brother is a hard worker.,5.0233,,,
6254213,Tom has already promised to help us.,5.0233,,,
11823148,Turtles live long.,5.0233,,,
5840539,I'm watching.,5.0200,,,
6744874,Funny!,5.0200,,,
12293559,Did you say you got stiffed?,5.0200,,,
11748879,"I've finished my A-levels now, and I'm glad I haven't got to go to school any more.",5.0171,,,
6823412,I hope that Tom and Mary do that for us.,5.0167,,,
6203711,He is trying hard to quit smoking.,5.0150,,,
6648820,Tom said that he thought that Mary might be tempted to do that.,5.0140,,,
3123184,I'm not as young as Tom thinks I am.,5.0133,,,
7390862,He really enjoyed his meal.,5.0133,,,
8763696,Please speak a bit more slowly.,5.0100,,,
68860,You should go on to a technical college.,5.0100,,,
3620023,I'm counting on you to help me out.,5.0100,,,
5071553,I want to leave behind contributions to humanity.,5.0100,,,
11735223,Let's see how creative Tom is.,5.0100,,,
325018,It has been snowing day after day.,5.0000,,,
11592096,She kissed me and the whole world just faded.,5.0000,,,
12336033,"After you ring her up, you can go on break.",4.9950,,,
2952681,I wonder if Tom would mind helping us tomorrow.,4.9940,,,
7643880,Have you started your Christmas shopping yet?,4.9933,,,
6513124,I don't think Tom and Mary are in Boston.,4.9920,,,
3821414,See you at band practice.,4.9900,,,
7803117,I will not welcome you.,4.9900,,,
12098245,"Did Tom quit, or was he fired?",4.9900,,,
2646317,Tom seems pretty busy.,4.9867,,,
10296570,Please lend this book to me for a few days.,4.9867,,,
6526045,Tom said he didn't know who Mary was planning to give that to.,4.9850,,,
7994007,The meeting was a lot shorter than I expected it to be.,4.9850,,,
2870672,They will follow Tom.,4.9850,,,
12015254,The sky is not clear.,4.9850,,,
12272434,I see you still don't understand it.,4.9850,,,
238319,The police held the angry crowd back.,4.9825,,,
11490892,I had Tom correct my report.,4.9800,,,
4629430,Tom came down the steps followed by Mary.,4.9780,,,
11933052,Are you in a hurry to get back home?,4.9750,,,
2859441,Mary tried that.,4.9700,,,
3710363,This is an easy task for you.,4.9700,,,
5396890,The neighbors' dog passed away.,4.9700,,,
7857737,He has strong opinions on education.,4.9700,,,
12484036,Let's go to the furniture store.,4.9700,,,
10708293,Fuck the politicians.,4.9650,,,
2541348,I'm not allowed to speak to Tom.,4.9633,,,
9722810,Here's a bench; let's sit!,4.9633,,,
12283355,Tom and Mary are always ready.,4.9633,,,
8250122,How did his family respond to his conversion to Islam?,4.9620,,,
2241610,We'll need shelter.,4.9600,,,
10052175,Tom learned French while he was in Australia.,4.9575,,,
10541759,Let your kindness flood the world.,4.9575,,,
6412186,Mary promised she'd tell us as soon as Tom arrived.,4.9567,,,
12536261,Have you been able to rescue anything?,4.9550,,,
1029663,Tom asked Mary to sit down for a while.,4.9525,,,
802823,They say they cannot compete with low-priced foreign products.,4.9500,,,
1415017,The money disappeared.,4.9500,,,
3893197,He's pretty tall.,4.9500,,,
256775,I heard a funny noise.,4.9467,,,
48453,The policeman went over the room in search for evidence.,4.9460,,,
4999722,It's me that Tom is waiting for.,4.9450,,,
6873168,I'm interested in sports.,4.9450,,,
6500696,Tom and Mary told me they were planning to go to Boston.,4.9440,,,
3921501,Tom is a science teacher.,4.9433,,,
13738086,The reasons for this decision are as follows.,4.9433,,,
6496545,Tom and Mary have decided they're the ones who should do that.,4.9425,,,
12918402,He doesn't feel safe at home.,4.9425,,,
7911340,How stupid.,4.9400,,,
8455481,"Naming your dog ""Lucky"" won't prevent it from being hit by a car.",4.9371,,,
10550438,Do you know how to play checkers?,4.9367,,,
11324222,Do you know how to raise bees?,4.9367,,,
6652477,Tom said he thought that Mary wasn't finished doing that.,4.9343,,,
6406883,Mary told Tom that she didn't think John was faster at doing that than Alice.,4.9333,,,
6499478,Tom and Mary told John that they thought Alice was awake.,4.9314,,,
1028260,"Tom offered Mary some money, but she refused to take it.",4.9300,,,
10150543,We'll meet him in the library.,4.9300,,,
13732682,A message was delivered to the king.,4.9300,,,
4133548,Tom is in the living room watching cartoons with the kids.,4.9267,,,
2570352,"Come on, hurry up. You'll miss the bus.",4.9260,,,
1311679,She's been practicing piano for a year and can play the piano a bit.,4.9250,,,
6259860,Tom said he didn't think Mary would've done that.,4.9250,,,
8737553,He's singing a song.,4.9250,,,
10556621,Mother intimidates you. You think that she is a big woman.,4.9200,,,
12130320,Why doesn't anyone come to help me?,4.9167,,,
7120505,There are surprisingly many things to do.,4.9150,,,
9732799,I'll go to Australia with Tom in October.,4.9150,,,
6495694,I wonder if Tom and Mary are still as strict as they used to be.,4.9140,,,
6239094,It'll probably be cheap for you to do that.,4.9133,,,
6992007,It's potentially a huge market.,4.9133,,,
1226177,Something seems to be wrong with my clock.,4.9100,,,
7283162,Are you here on Friday evening?,4.9100,,,
11176364,I don't watch much television.,4.9100,,,
11892618,Can you shut down your computer before leaving?,4.9100,,,
7539212,Tom and Mary live in the apartment above John and Alice.,4.9067,,,
11870455,Tom ran to save Mary.,4.9050,,,
4012221,Tom and Mary still live in Boston where they both grew up.,4.9020,,,
11504593,I will not drink because I'm driving.,4.9000,,,
30551,"Of course, I'm young, and politics is conducted by grown-ups.",4.9000,,,
6270441,Tom knows how Mary feels about that.,4.8950,,,
10131584,I have no native language.,4.8950,,,
10199814,I spoke to him for an hour.,4.8950,,,
13611413,Is that supposed to be a comment?,4.8950,,,
6354056,Tom told me that he thought Mary was downstairs.,4.8920,,,
12879623,We wanted to take a ballet class.,4.8900,,,
6844379,"Why do we always have to go to Boston, Tom? There are other beautiful cities!",4.8900,,,
8254693,She stopped going to the mosque.,4.8900,,,
5940128,Tom would classify it as a great book.,4.8825,,,
6230204,I helped Tom move his desk to other side of the room.,4.8825,,,
4591422,He's responsible for that.,4.8800,,,
6413950,Mary seems a lot happier since she got divorced.,4.8800,,,
6495453,Tom and Mary say they didn't know John wouldn't need to do that.,4.8800,,,
8382173,Tom kicked Mary hard.,4.8800,,,
7175127,Tom thought that Mary looked exhausted.,4.8780,,,
5907659,This started out as a very passionate relationship.,4.8767,,,
277271,"In studying geography, you must make constant use of maps.",4.8750,,,
1026064,Tom doesn't know who he should ask for advice.,4.8740,,,
2406558,I spent the entire morning filling out these forms.,4.8720,,,
6335507,Tom asked Mary if she was planning on staying.,4.8720,,,
318675,"He puts on a show of being impartial and unbiased, but I think he's just a guy with no opinion of his own.",4.8700,,,
9634328,The dress in the show window caught Mary's attention.,4.8700,,,
4499782,I have a silly question.,4.8700,,,
315004,She is like a hen with one chicken.,4.8667,,,
7131780,Do they pay their own expenses?,4.8650,,,
12218228,This is where it gets complicated.,4.8600,,,
11594270,Michael doesn't live in that nice apartment building.,4.8583,,,
7376602,Mary is more famous than her sister.,4.8567,,,
8380906,Tom is glad someone agreed with him.,4.8567,,,
251935,My dream is to become an artist.,4.8550,,,
6687167,I'm not the one who helped Tom do that.,4.8550,,,
8253398,Let's learn some Berber words today.,4.8540,,,
3723096,I accept you for who you are.,4.8500,,,
8746998,The path that will save us the journey is the one that we take directly.,4.8500,,,
10179077,"Is Taro back yet? ""Not yet. He's been getting back pretty late recently.""",4.8500,,,
13455441,I am under their protection.,4.8500,,,
8396922,The Quran is not a book of science. It's a book of signs.,4.8440,,,
8915126,Tom didn't need to speak French.,4.8420,,,
6926093,How can I not worry?,4.8400,,,
2956925,Tom has nothing to do with it.,4.8300,,,
10372330,I like West Germanic languages.,4.8275,,,
40474,Somebody is playing the piano.,4.8267,,,
2361599,I haven't seen Tom around.,4.8267,,,
11602791,The sky was extremely clean.,4.8267,,,
12157334,I guess everyone needs a hobby.,4.8267,,,
2642441,Tom and I have an understanding.,4.8250,,,
8903641,"Tom wants to do that, and I don't blame him.",4.8250,,,
12077598,The city's disaster prevention radio broadcast can be heard.,4.8250,,,
6256427,Was it you who broke the window?,4.8250,,,
12769176,The night reveals truths hidden by day.,4.8240,,,
5735778,Tom has been released on bond.,4.8233,,,
3741375,"On New Year's Eve, Putin thanked Russia's citizens for their willingness to stand for the country's interests.",4.8227,,,
2006467,They met on a fishing trip.,4.8200,,,
1355445,The desk that Ken uses is old.,4.8175,,,
12321276,Our hands are tied now.,4.8150,,,
7278549,Sami usually spends a lot of time in the bathroom.,4.8133,,,
8355726,Tom is an navy officer.,4.8100,,,
12004943,Tom lost some of his abilities.,4.8100,,,
3724651,Tom remembered Mary quite well.,4.8075,,,
9241404,Algiers is a big and relatively safe city.,4.8060,,,
11599396,Robert looked like a dutiful student.,4.8040,,,
8007062,I have relatives who live in Boston.,4.8033,,,
7011141,"When angry, count to ten before you speak; if very angry, count to one hundred.",4.8020,,,
6316457,"I was just meditating, when my brother suddenly burst into the room.",4.8000,,,
8795669,He was punished for doing that.,4.8000,,,
3417754,Tom knew he wasn't going to win the argument.,4.7983,,,
7026024,His heart was weak and he needed constant medical supervision.,4.7983,,,
12609879,"I don't usually dream, but this was a bloody stupid dream.",4.7983,,,
10773471,I'm not all that interested in flowers.,4.7950,,,
7177325,Tom said that Mary wasn't as mad as he thought she'd be.,4.7900,,,
7501820,It was clear that Tom didn't know he didn't really have to do that.,4.7883,,,
2136815,Don't you agree?,4.7850,,,
3043994,What colour is his hair?,4.7850,,,
3823080,Tom didn't even say goodbye to Mary before he left.,4.7850,,,
2953895,We're all so proud of you.,4.7800,,,
3825842,Is that your cat?,4.7800,,,
6524439,I wonder whether or not there's any possibility that Tom will do that.,4.7800,,,
3627028,"If there are a lot of possessive pronouns in the Russian text, you can be almost sure that it's a bad translation from the English.",4.7778,,,
6490760,Tom and Mary put on their clothes.,4.7767,,,
10596610,Tom ended up inviting Mary to his party.,4.7760,,,
7390384,He pleaded for his life.,4.7750,,,
7927883,That makes me anxious.,4.7750,,,
11449459,The bell signaled the end of the game.,4.7725,,,
3426225,Tom dreamed of becoming a race car driver.,4.7720,,,
6415593,"Mary knew she shouldn't tell Tom, but she did.",4.7717,,,
7064661,They like saying obscenities.,4.7700,,,
10955011,The goal of the game is to eliminate the opponent's pieces.,4.7700,,,
327921,He has a perfect swing.,4.7700,,,
9178549,I had a photo of Tom dancing.,4.7667,,,
12665269,This is suitable for this type of task.,4.7667,,,
7508935,You could hurt yourselves if you're not careful.,4.7650,,,
10092073,These photos contain memories from last summer.,4.7650,,,
898577,She feeds her dog a meat-free diet.,4.7640,,,
6357087,Neither Tom nor Mary was surprised.,4.7633,,,
6653775,Tom said that he hasn't seen Mary since they got divorced.,4.7629,,,
10521440,There are colorful houses on the main street.,4.7600,,,
6610888,This won't win you any brownie points.,4.7575,,,
10876143,"If the eagle is a little rough, this doesn't mean it wants to hurt you.",4.7571,,,
434702,"Excuse me, is there a hotel around here?",4.7550,,,
2481254,She's beautiful and intelligent.,4.7550,,,
681742,"If you plant an apple seed, it might grow into a tree.",4.7540,,,
6802646,I didn't know Tom was Mary's boss.,4.7520,,,
271628,Please wait till noon.,4.7500,,,
2906253,"Just close your eyes, whispered Tom, and when Mary closed her eyes, he kissed her softly on the lips.",4.7482,,,
10044355,"The rat who thought himself a dog, suddenly cried.",4.7480,,,
9634654,That keyboard is very pretty.,4.7450,,,
302426,He died of lung cancer.,4.7433,,,
6344887,I knew Tom wasn't going to hurt me.,4.7400,,,
7290641,Will I go mad?,4.7400,,,
11908170,"Are you an art dealer, too?",4.7400,,,
13749323,The crowd remained docile despite the long wait.,4.7350,,,
6976509,My parents bought a place in Baja.,4.7325,,,
11036734,Tom wants to become a welfare worker.,4.7325,,,
302447,He fired but missed.,4.7300,,,
4913141,Tea tree oil is a natural remedy that can be used to treat acne.,4.7275,,,
5769630,You should not change the cat litter box if you're pregnant.,4.7260,,,
12801080,The description of poetry has value in literature.,4.7250,,,
6469298,That must have been quite a change for Sami.,4.7233,,,
7867390,Algeria needs more companies.,4.7233,,,
8254213,"When he went to an Algerian school, he was introduced to Islam.",4.7220,,,
2272451,Tom doesn't know yet.,4.7167,,,
6411606,Mary pretended she didn't know how to open the safe.,4.7150,,,
3821213,The prisoners have been released.,4.7100,,,
6242349,I didn't want to do what Tom suggested.,4.7100,,,
8514655,He pointed his gun at her.,4.7100,,,
7436363,Tom and Mary said they didn't work on Mondays.,4.7083,,,
2099845,"Dead-end jobs are not only unlikely to be lucrative over the long haul, they're unlikely to provide much scope for talent.",4.7064,,,
9707459,I'll fix it myself.,4.7050,,,
12637490,Who do these boys belong to?,4.7050,,,
6661088,I had a dream that I won the lottery.,4.7033,,,
8260105,The history of Algeria is amazing.,4.7033,,,
11050757,Love is such an uncontrollable feeling.,4.7033,,,
6817133,Don't worry. We'll find it.,4.7000,,,
11650264,Where's the border? I can't see it.,4.7000,,,
7760935,Lady Ashton lived to the verge of extreme old age.,4.6986,,,
9136353,Tom gave Mary an incredulous look.,4.6960,,,
6201711,The guests agree.,4.6950,,,
7202778,Sami was never allowed in the house.,4.6933,,,
8528480,"She's good at driving, isn't she?",4.6900,,,
6657936,The police found Tom hiding in Mary's basement.,4.6880,,,
1522324,"Of all the films I rented, this is the only one worth seeing.",4.6800,,,
10203256,Thank you very much for checking my sentences.,4.6800,,,
11056330,Tom was fairly tired.,4.6800,,,
11573751,Mark loves to ski in the snow every winter.,4.6780,,,
9247013,Yanni wants to head back home.,4.6775,,,
11947132,Yuri lived in a very old castle.,4.6750,,,
6222883,Tom never should've been elected.,4.6733,,,
7399689,He said that he wasn't strong.,4.6733,,,
8935567,He's got a very good percolator.,4.6733,,,
7180536,Tom bought this umbrella in Australia.,4.6725,,,
5508876,We couldn't make it happen.,4.6700,,,
3821347,We've made progress.,4.6700,,,
11892792,Will you wear rain boots in the rain?,4.6675,,,
10504792,Do we have a paper clip?,4.6650,,,
7416446,"But I could not rest, Watson, I could not sit quiet in my chair, if I thought that such a man as Professor Moriarty were walking the streets of London unchallenged.",4.6615,,,
10896719,The UN has recently tried to kick-start talks between Western Sahara and Morocco.,4.6600,,,
11990843,He never had a holiday.,4.6600,,,
1025448,Tom has a wife who's an alcoholic.,4.6567,,,
278944,The weather was ideal.,4.6550,,,
6870170,I wish that I could have eaten more.,4.6550,,,
6378649,The fight was started by Sami.,4.6533,,,
10273409,The elevator shaft goes all the way to the basement.,4.6520,,,
8377131,Our relationship never recovered after that incident.,4.6467,,,
13402298,Is it a cult film?,4.6450,,,
4014222,That isn't really necessary.,4.6433,,,
11748721,Diego noticed Melissa walking past his window again.,4.6417,,,
7385127,She had her camera stolen.,4.6400,,,
3455107,I don't believe that if I changed my habits I could become healthier.,4.6400,,,
9953231,Tom wasn't able to run any faster.,4.6360,,,
9807472,You should do everything that Tom asks you to do.,4.6350,,,
1917239,Everyone noticed her.,4.6300,,,
3994988,Dan gave Linda a knife to protect herself.,4.6300,,,
4615827,The older you get doesn't mean you should become more religious.,4.6300,,,
3795193,"He speaks fluent Russian, or at least that's what he told me.",4.6250,,,
271951,Western nations have to put their heads together to strengthen the dollar.,4.6220,,,
8550317,Algeria is a close ally of both Russia and China.,4.6220,,,
3070380,Do enemies listen to their enemies?,4.6200,,,
5851851,Don't forget to wash behind your ears.,4.6200,,,
11797837,Boris was only a couple of miles from the mountain's summit.,4.6180,,,
551529,He's a bit lively.,4.6150,,,
6910179,"Tom is really drunk, isn't he?",4.6150,,,
11757730,Gabriel hosted a radio program.,4.6125,,,
2224557,You shouldn't let me get away with murder.,4.6025,,,
325161,A thunderbolt is likely to fall any minute.,4.6000,,,
5921333,Sami didn't like the idea.,4.6000,,,
53947,Sally has been on a diet since last month.,4.5967,,,
1421962,The movie wasn't as interesting as the book.,4.5950,,,
4708063,Tom eats very quickly.,4.5933,,,
7141218,Sami can make the juice himself.,4.5933,,,
3906051,We've talked to him.,4.5900,,,
4923389,I'm saving as much as I can.,4.5900,,,
7519197,Tom realized we ought to do that.,4.5900,,,
12037648,Can I pay in euros?,4.5900,,,
8946860,There was an abundant harvest this year.,4.5867,,,
10937159,No explanations were given.,4.5850,,,
6510439,"Tom and Mary still haven't done that, have they?",4.5800,,,
8190259,I gonna prepare the snack.,4.5800,,,
312043,She plays the piano.,4.5750,,,
297935,He explained to my son why it rains.,4.5700,,,
4165707,He stood me up.,4.5700,,,
7189383,I assumed that you might be busy.,4.5700,,,
9045998,Wouldn't Tom need to go to Boston?,4.5675,,,
11620674,"In chapter two, William learned more about the protagonist's background.",4.5640,,,
3717692,You're too laid back.,4.5600,,,
8222963,Algeria has a stable government.,4.5567,,,
322183,"I'm really sorry, but I seem to have misplaced your scarf.",4.5550,,,
3725153,I swear all I meant to do was to threaten Tom.,4.5550,,,
6328604,A powerful flame results from a tiny spark.,4.5520,,,
8572401,This helps isolate the client from the impact of design changes and defects.,4.5514,,,
9271014,Tom loved to tease Mary.,4.5500,,,
11641327,Leon used to have a friend named Walid.,4.5460,,,
6838727,I know that Tom is headstrong.,4.5400,,,
10819369,Zucchini is so good for us.,4.5400,,,
11463547,Algeria needs to achieve food self-sufficiency.,4.5400,,,
8230712,He finished reading the Quran.,4.5367,,,
2953794,We should never have stayed.,4.5300,,,
13619387,"I keep forgetting it's written in one word. ""The vast majority of native speakers constantly forget that too, or aren't even aware of it.""",4.5282,,,
3905755,Don't compare yourself to him.,4.5250,,,
10092052,Algeria is as big as it is surprising.,4.5233,,,
6462260,The police questioned Sami for six hours.,4.5225,,,
13573021,Tom made an AI video of himself dumping poop on the people who were criticizing him.,4.5200,,,
2953549,We appreciate your cooperation in this.,4.5200,,,
6440143,We regret lying to you.,4.5200,,,
13623523,She doesn't regret anything she did.,4.5167,,,
11985374,I've closed the upstairs windows.,4.5125,,,
8529914,This towel looks disgusting.,4.5100,,,
4679843,The ground was waterlogged after several days of rain.,4.5100,,,
5490029,Tom's warned me about that.,4.5050,,,
6731188,Tom always sits in the back.,4.5050,,,
2943022,What's the minimum salary in Georgia?,4.5033,,,
11694802,They looked at a beautiful tulip.,4.5033,,,
3333178,He's very high on LSD.,4.5000,,,
13604631,The contract required the assignee to notify the company of any changes in address.,4.5000,,,
6349784,I don't usually use a hairdryer.,4.4975,,,
2130395,The expression on her face was more sour than a lemon.,4.4950,,,
13206112,"She loves to study palmistry, and shows the others the meaning that lies beneath their hands.",4.4938,,,
8519072,She promised to do that for him.,4.4900,,,
5756274,Tom has an orange tan.,4.4867,,,
11902990,I've got brain weasels.,4.4850,,,
5838836,Tom suspected that Mary had a crush on him.,4.4825,,,
6898601,"You're a much better singer than Tom is, aren't you?",4.4800,,,
9040815,Mary hid the cigarettes from her mother.,4.4750,,,
13680301,He uses the same password for everything.,4.4700,,,
8469674,Mary's boyfriend treats her badly.,4.4675,,,
2958233,Tom started to descend the stairs.,4.4675,,,
38336,I'm afraid I've eaten too much.,4.4633,,,
1832141,He's in for a shock.,4.4600,,,
5603541,The only limit is your imagination.,4.4600,,,
10214281,Ziri made really cool friendships at that high school.,4.4583,,,
13871940,"Don't take him too seriously, he exaggerates everything he does.",4.4575,,,
7382482,He'll never forgive himself.,4.4550,,,
12777043,She promotes transparency within the team.,4.4533,,,
6430458,Tom isn't very nice to anybody.,4.4525,,,
27998,The doctor has ordered the patient to abstain from wine.,4.4440,,,
6043493,Prostitutes don't take credit cards or checks.,4.4440,,,
320320,His cottage is on the coast.,4.4350,,,
4529682,This is the usual arrangement.,4.4350,,,
4664092,Tom received the award posthumously.,4.4350,,,
